Iteration	Posterior	Likelihood	Prior	clock_host	phy_scale[1]	phy_scale[2]	switch_rate_0_to_2	switch_rate_2_to_0	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]
4650	-6461.45	-6461.556	0.1063947	0.219619	0	0	0.04000057	0.9599994	1e-06	0.0400006	1e-06	1e-06	0.959999	1e-06	0.0400006	0.959999
4700	-6069.399	-6069.517	0.1180487	0.2184536	0	0	0.04165193	0.9583481	1e-06	0.0416519	1e-06	1e-06	0.958348	1e-06	0.0416519	0.958348
4750	-6502.054	-6502.175	0.1213467	0.2181238	0	0	0.04568489	0.9543151	1e-06	0.0456849	1e-06	1e-06	0.954315	1e-06	0.0456849	0.954315
4800	-6355.341	-6355.423	0.08105266	0.2221532	0	0	0.04259223	0.9574078	1e-06	0.0425922	1e-06	1e-06	0.957408	1e-06	0.0425922	0.957408
4850	-6180.755	-6180.887	0.1320895	0.2170496	0	0	0.0443626	0.9556374	1e-06	0.0443626	1e-06	1e-06	0.955637	1e-06	0.0443626	0.955637
4900	-6408.761	-6408.924	0.1629064	0.2139679	0	0	0.04752132	0.9524787	1e-06	0.0475213	1e-06	1e-06	0.952479	1e-06	0.0475213	0.952479
4950	-6575.828	-6575.831	0.002498937	0.2300086	0	0	0.04497548	0.9550245	1e-06	0.0449755	1e-06	1e-06	0.955025	1e-06	0.0449755	0.955025
5000	-6051.038	-6051.289	0.2515014	0.2051084	0	0	0.04361204	0.956388	1e-06	0.043612	1e-06	1e-06	0.956388	1e-06	0.043612	0.956388
5050	-6153.826	-6153.855	0.02878618	0.2273799	0	0	0.04156004	0.95844	1e-06	0.04156	1e-06	1e-06	0.95844	1e-06	0.04156	0.95844
5100	-6217.719	-6217.771	0.05275678	0.2249828	0	0	0.04482356	0.9551764	1e-06	0.0448236	1e-06	1e-06	0.955176	1e-06	0.0448236	0.955176
5150	-6281.865	-6281.94	0.07412357	0.2228462	0	0	0.03994129	0.9600587	1e-06	0.0399413	1e-06	1e-06	0.960059	1e-06	0.0399413	0.960059
5200	-6609.775	-6609.808	0.03322288	0.2269362	0	0	0.04687964	0.9531204	1e-06	0.0468796	1e-06	1e-06	0.95312	1e-06	0.0468796	0.95312
5250	-6146.104	-6146.325	0.2215828	0.2081002	0	0	0.04596591	0.9540341	1e-06	0.0459659	1e-06	1e-06	0.954034	1e-06	0.0459659	0.954034
5300	-6543.226	-6543.314	0.08827759	0.2214308	0	0	0.04588779	0.9541122	1e-06	0.0458878	1e-06	1e-06	0.954112	1e-06	0.0458878	0.954112
5350	-6058.752	-6059.013	0.2613766	0.2041208	0	0	0.04628222	0.9537178	1e-06	0.0462822	1e-06	1e-06	0.953718	1e-06	0.0462822	0.953718
5400	-6254.32	-6254.248	-0.07193717	0.2374522	0	0	0.04264609	0.9573539	1e-06	0.0426461	1e-06	1e-06	0.957354	1e-06	0.0426461	0.957354
5450	-6140.42	-6140.556	0.1360151	0.216657	0	0	0.04239577	0.9576042	1e-06	0.0423958	1e-06	1e-06	0.957604	1e-06	0.0423958	0.957604
5500	-6227.615	-6227.825	0.2100205	0.2092565	0	0	0.04631726	0.9536827	1e-06	0.0463173	1e-06	1e-06	0.953683	1e-06	0.0463173	0.953683
5550	-6572.982	-6573.015	0.03295477	0.226963	0	0	0.04493437	0.9550656	1e-06	0.0449344	1e-06	1e-06	0.955066	1e-06	0.0449344	0.955066
